Date_Time_PH,Latitude,Longitude,Depth_In_Km,Magnitude,Location,Specific_Location,General_Location
17/10/2025 5:27,11.22,124.17,6,2.1,028 km N 46° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 4:49,11.25,124.08,26,1.8,025 km N 26° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 4:14,10.89,123.99,1,2.6,018 km S 05° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 3:56,11.14,124.21,9,3.4,027 km N 69° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 3:33,11.02,123.93,32,1.8,007 km S 58° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 3:32,10.86,123.96,3,1.8,021 km S 07° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 3:16,10.85,123.85,5,2.2,026 km S 33° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 2:54,11.13,123.95,14,1.7,010 km N 20° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 2:53,10.97,124.05,28,2.2,012 km S 44° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 2:38,11.07,123.99,9,2,002 km N 22° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 2:20,11.16,123.98,23,2.7,013 km N 02° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 2:16,10.98,124.06,25,2.1,012 km S 50° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 1:53,11.09,124.09,2,2.3,013 km N 69° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 1:42,11.08,124.06,12,3.4,010 km N 64° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 1:31,11.25,124.18,8,3.2,031 km N 45° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 1:27,11.18,124.03,5,2.4,016 km N 22° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 1:08,11.14,124.14,6,3,020 km N 58° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 0:52,11.09,124.05,29,2.1,009 km N 56° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 0:28,11.13,124.12,7,2,018 km N 61° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
17/10/2025 0:20,11.12,124.02,33,2,009 km N 27° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 23:47,10.87,123.92,8,1.7,021 km S 19° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 23:47,10.99,124,32,1.6,006 km S 18° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 23:30,11.17,123.95,33,1.4,014 km N 12° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 23:30,11.06,123.98,31,1.4,001 km North of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 23:08,11.11,123.84,32,2.6,016 km N 65° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 23:01,10.94,123.91,3,2.2,014 km S 35° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 23:01,10.98,123.92,21,2,010 km S 41° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 22:49,11,123.98,27,1.7,005 km S 02° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 22:49,11,124,3,1.8,006 km S 24° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 22:15,11.08,124.04,23,2,007 km N 62° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 22:15,10.94,123.96,32,1.8,012 km S 08° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 21:39,10.89,123.91,14,2,019 km S 23° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 21:39,10.98,123.97,32,2.1,007 km S 09° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 20:59,11.05,124.05,38,2,008 km S 89° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 20:59,10.9,123.91,9,1.9,018 km S 26° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 20:47,11.02,124.02,42,2.2,005 km S 52° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 20:47,10.97,123.97,27,2,009 km S 08° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 19:46,10.95,123.92,6,2.2,012 km S 31° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 19:46,10.94,123.92,4,2.6,014 km S 26° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 19:42,11.1,123.95,9,1.6,006 km N 29° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 19:42,11.12,124.08,30,1.6,014 km N 53° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 18:17,11.15,124.14,18,1.5,021 km N 58° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 18:17,11.28,124.06,30,1.3,027 km N 18° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 18:03,11.04,124.05,9,2.6,007 km S 88° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 18:03,11.03,124.09,2,2.7,013 km S 83° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 17:25,10.85,123.96,2,1.9,021 km S 06° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 17:25,10.9,123.97,4,1.7,017 km S 03° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 17:09,10.93,123.92,7,1.9,014 km S 29° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 17:09,10.89,123.87,7,2.4,021 km S 35° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 16:28,11.15,123.96,29,1.6,012 km N 09° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 15:47,11.16,124.2,34,1.9,027 km N 63° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 15:40,10.9,123.97,10,3,016 km S 02° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 15:32,11.09,124.06,33,2.4,010 km N 60° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 15:01,11.07,124.09,15,1.4,012 km N 77° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 14:33,11.04,124.07,5,2.5,012 km S 81° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 12:43,11.03,123.97,6,2.6,003 km S 29° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 12:43,10.99,123.96,4,2.7,006 km S 19° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 12:26,11.1,124.07,42,1.9,012 km N 61° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 12:14,11.14,124.02,13,1.8,010 km N 10° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 11:28,11.1,124.05,12,2.5,010 km N 53° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 11:25,11.08,124.15,9,2.6,018 km N 79° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 10:28,11.19,124.14,4,2.3,024 km N 46° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 9:49,11,124.05,4,2.8,009 km S 54° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 9:21,11.18,123.99,12,1.9,015 km N 03° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 8:33,11.24,123.91,4,2.2,023 km N 19° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 8:33,11.2,123.93,7,2.2,018 km N 18° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 7:59,10.9,123.85,4,2.8,022 km S 42° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 7:59,10.98,123.88,14,3,013 km S 58° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 7:58,11.14,124.06,26,1.7,013 km N 41° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 7:57,11.15,123.98,16,1.7,012 km N 01° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 7:08,11.13,124.1,31,1.8,017 km N 54° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 7:08,10.94,123.96,8,1.8,012 km S 12° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 6:16,10.89,123.96,4,2.4,018 km S 08° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 6:16,10.93,124.01,6,2.5,014 km S 14° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 4:59,11.04,124.15,4,1.9,018 km S 89° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 4:18,11.17,124.17,25,1.9,025 km N 57° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 4:09,11.1,124.01,32,2.2,007 km N 29° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 4:01,11.02,123.9,17,2.1,010 km S 71° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 3:57,11.23,124.22,1,2.1,033 km N 53° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 3:51,11.01,123.99,1,1.5,004 km S 23° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 3:41,11.14,124.14,4,3.5,020 km N 59° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 3:39,10.96,123.94,8,2.3,010 km S 25° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 2:25,10.93,123.95,11,2.1,013 km S 13° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 2:21,11.14,124.11,8,2.7,018 km N 53° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 1:48,11.18,123.89,6,3.2,018 km N 34° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 1:20,11.1,124.03,22,1.6,008 km N 41° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 0:39,11.16,123.86,18,2.3,018 km N 47° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 0:32,11.16,123.96,10,1.9,013 km N 10° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 0:29,11.01,124.07,42,1.9,011 km S 69° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 0:20,11.17,124.11,16,2.2,020 km N 46° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 0:20,11.05,124.06,8,2.2,008 km S 89° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
16/10/2025 0:16,11.02,123.91,1,2.3,008 km S 65° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 23:55,10.98,123.99,29,2.3,007 km S 07° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 23:54,11.06,124.13,33,1.4,017 km N 85° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 23:25,11.04,123.89,24,3.7,010 km S 84° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 23:18,11.12,124.09,10,2.4,014 km N 55° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 23:08,11.16,124.04,21,2.1,014 km N 26° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 22:41,11.15,124.11,2,2.4,018 km N 53° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 22:36,10.94,124.04,31,1.6,013 km S 29° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 22:14,11.2,124.17,8,2.2,027 km N 50° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 22:07,11.09,124,33,2.3,005 km N 31° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 21:41,11.16,124.1,33,2.2,018 km N 48° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 21:38,11.14,124.03,31,2.4,012 km N 30° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 21:16,11.17,123.98,32,1.5,014 km N 01° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 20:39,11.05,124.09,40,1.9,012 km N 86° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 20:30,10.97,123.93,32,2.1,010 km S 34° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 20:18,11.32,124.03,33,2.7,031 km N 11° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 19:15,10.95,123.98,3,2.3,010 km S 02° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 17:55,11.03,124.09,33,1.7,013 km S 83° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 17:45,11.12,124.03,33,2,010 km N 36° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 17:36,10.94,124,4,2.5,012 km S 08° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 16:01,11.14,124.15,7,3.1,021 km N 60° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 15:58,11.11,124.12,7,4.1,017 km N 65° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 15:58,11.12,124.14,4,4.1,019 km N 66° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 15:58,11.15,124.13,2,4,020 km N 55° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 15:55,11.16,124.11,6,4.5,019 km N 51° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 15:55,11.15,124.12,5,4.5,019 km N 52° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 14:40,11.12,123.96,24,2,008 km N 14° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 14:38,11.02,124.1,4,1.9,014 km S 76° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 14:02,11.07,123.99,32,1.9,003 km N 34° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 13:47,11.13,124.13,33,2.5,019 km N 61° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 13:32,10.91,123.89,14,1.5,018 km S 35° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 13:21,11.06,124,21,1.7,003 km N 51° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 12:42,11.04,123.93,17,3.6,006 km S 85° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 12:37,11.08,124.12,36,2.5,015 km N 76° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 12:14,11.17,124.14,3,2.6,022 km N 52° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 10:10,11.15,124.07,32,1.3,015 km N 41° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 9:56,11.09,124.03,33,1.5,008 km N 48° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 9:19,11.23,124,31,2.5,021 km N 07° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 8:36,11.13,124.01,33,1.6,010 km N 17° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 8:03,10.89,123.92,5,3,018 km S 20° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 7:25,11.08,124.01,19,2.5,005 km N 46° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 6:27,11.14,124.07,10,2.1,014 km N 43° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 5:29,11.15,123.95,9,2.7,012 km N 16° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 5:14,10.97,123.99,20,2.1,008 km S 07° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 4:58,11.07,124.19,33,2,023 km N 84° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 4:19,10.96,123.98,29,2.3,009 km S 03° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 4:07,11.07,124.08,29,2.1,012 km N 76° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 3:47,11.18,124.11,28,2.2,021 km N 43° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 3:42,11.05,124,2,2.3,002 km N 80° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 3:05,10.99,123.99,28,2.3,006 km S 12° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 2:44,11.32,124.09,33,2.4,032 km N 22° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 2:37,10.96,123.9,12,2.9,013 km S 40° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 1:59,11.17,124.09,26,1.5,018 km N 42° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 1:15,11.15,123.97,29,2,011 km N 04° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 0:54,11.19,123.98,29,1.8,016 km N 01° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 0:48,11.05,124.06,6,2.1,009 km N 85° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
15/10/2025 0:25,11.04,124.05,18,2.1,008 km S 88° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 23:48,10.97,123.96,23,2.3,009 km S 12° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 23:45,11.06,124.02,14,2.4,005 km N 75° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 23:43,11.05,123.95,17,2.4,003 km N 77° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 23:34,11.19,124.03,33,2.3,017 km N 21° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 23:30,11.18,124.15,7,2.4,024 km N 51° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 23:22,11.11,124.02,34,2.1,008 km N 32° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 23:21,10.94,123.92,18,2.1,013 km S 30° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 23:13,11.17,123.97,9,2.2,014 km N 04° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 22:19,11.02,124.05,19,2.1,008 km S 68° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 22:14,11.02,124.01,11,2.3,004 km S 49° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 22:03,11.02,123.93,25,2.6,006 km S 61° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 22:01,10.94,123.96,6,2.6,012 km S 06° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 21:50,10.93,123.96,7,2.9,013 km S 10° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 21:40,10.91,123.94,6,2.6,016 km S 17° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 21:16,10.95,123.95,34,2,011 km S 19° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 21:01,11,124.02,33,2.2,007 km S 45° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 20:48,11.22,124.21,6,2.2,032 km N 52° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 20:46,11.01,123.98,33,2,004 km S 03° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 20:24,11.02,124.04,33,1.7,007 km S 66° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 20:19,11.15,124.17,6,3,024 km N 61° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 20:06,11.03,124.01,33,2.2,004 km S 60° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 20:03,11.04,124.01,33,2,004 km S 86° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 19:31,11.2,124.04,29,1.9,019 km N 22° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 19:15,10.96,123.94,7,2.5,010 km S 23° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 19:11,10.92,123.94,5,2.9,015 km S 18° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 19:00,11.18,124.17,13,2.1,026 km N 54° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 18:46,10.82,124.2,23,2.5,035 km S 44° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 18:40,11.04,124.1,7,2.3,013 km S 87° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 18:29,10.9,123.91,1,2.8,017 km S 26° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 18:28,11.1,124.04,17,1.6,009 km N 47° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 18:19,11.18,123.98,35,2.3,015 km N 01° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 17:57,10.98,123.85,18,2.4,016 km S 65° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 17:24,10.98,123.99,24,2.7,007 km S 13° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 15:28,11.09,124.07,33,1.3,011 km N 67° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 14:55,11.11,124.1,7,2,015 km N 61° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 14:49,11.05,123.93,1,1.5,006 km N 86° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 14:31,11.12,124.07,31,1.8,013 km N 49° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 13:44,10.99,124.1,32,1.9,015 km S 64° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 13:39,11.12,124.16,8,2.7,022 km N 69° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 13:16,11.15,124.02,33,1.5,012 km N 22° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 12:31,11.06,124.03,33,2.1,006 km N 76° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 12:10,11.06,123.98,31,1.7,002 km N 12° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 11:24,10.85,123.92,11,2.4,022 km S 17° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 11:18,11.08,124.04,33,1.7,008 km N 64° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 11:10,11.27,124.01,5,2.3,024 km N 07° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 10:45,10.9,123.92,7,3.7,017 km S 22° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 10:05,10.93,123.94,2,3.7,013 km S 17° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 9:32,11.18,123.91,29,2.5,016 km N 29° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 9:23,11.04,124,17,2.2,002 km S 60° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 8:44,10.86,123.96,1,3.9,021 km S 05° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 8:36,11.07,124.06,40,2.3,009 km N 74° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 8:21,10.9,123.96,1,3.8,016 km S 07° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 8:19,11.1,124.04,8,2.1,009 km N 48° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 8:00,11.11,124.09,2,2.2,014 km N 62° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 7:11,10.89,123.87,1,1.8,021 km S 35° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 6:58,11.09,123.96,35,1.8,005 km N 30° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 6:34,11.22,124.07,32,1.6,021 km N 27° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 6:10,11.12,124.03,29,1.8,010 km N 33° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 5:46,11.12,123.97,9,2.3,008 km N 08° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 5:31,11.12,124.05,27,1.8,011 km N 43° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 5:05,10.87,123.9,2,2.2,021 km S 25° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 5:02,11.04,124,28,1.8,006 km N 36° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 4:42,11.03,124.01,15,2,004 km S 65° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 4:11,11.03,124.04,9,2.1,007 km S 79° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 3:38,11.15,124.19,1,1.8,026 km N 62° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 3:26,10.86,123.93,2,2.2,021 km S 16° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 3:18,11.17,124.02,32,1.7,015 km N 18° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 3:04,10.97,123.94,4,2.1,009 km S 29° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 2:54,11.1,123.94,32,2,007 km N 40° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 2:49,11.02,124.09,4,2.2,012 km S 79° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 2:33,10.95,123.92,9,2,013 km S 29° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 2:29,11.15,124.1,32,2,018 km N 48° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 2:01,11.18,124.15,2,1.9,023 km N 51° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 1:56,11.06,123.67,9,2,034 km N 88° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 1:38,11.25,123.91,32,3.1,023 km N 19° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 1:36,11.07,124.03,8,2.4,006 km N 59° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 1:23,11.32,123.98,6,2.2,030 km N 01° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 1:11,11.03,124.02,22,1.8,005 km S 73° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 1:04,11.12,123.94,18,1.9,010 km N 27° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 0:57,11.13,124.04,22,1.6,011 km N 36° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 0:50,11.16,123.98,31,1.7,013 km N 01° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
14/10/2025 0:36,10.89,124,2,3.3,017 km S 08° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
