Date_Time_PH,Latitude,Longitude,Depth_In_Km,Magnitude,Location,Specific_Location,General_Location
06/10/2025 13:33,11.23,123.94,2,2.3,021 km N 12° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 13:24,10.91,123.88,9,1.8,019 km S 37° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 12:50,11.13,123.93,7,2.5,011 km N 28° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 12:43,11.18,124.05,31,1.8,016 km N 29° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 12:30,11.14,124.12,33,1.7,018 km N 57° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 12:27,10.94,123.87,1,2.4,017 km S 45° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 12:27,10.94,123.88,5,2.4,016 km S 43° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 12:09,11.15,124.15,9,1.8,021 km N 59° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 12:09,11.08,124.14,4,1.8,018 km N 78° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 11:43,11.13,124.12,9,2.7,018 km N 60° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 11:43,11.12,124.12,11,2.7,017 km N 60° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 11:23,10.97,123.94,4,2.2,010 km S 26° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 11:23,10.94,123.93,5,2.2,014 km S 25° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 11:08,11.1,124.05,9,2,010 km N 54° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 11:08,11.06,124.02,11,2,005 km N 74° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 11:02,11.19,124.18,1,1.9,027 km N 53° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 11:02,11.28,124.12,7,1.9,030 km N 30° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 10:49,11.17,124.11,28,1.7,020 km N 46° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 10:49,10.99,124.03,13,1.7,008 km S 41° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 10:24,11.06,124.07,20,2,010 km N 84° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 10:24,10.92,123.96,1,2,014 km S 08° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 10:23,10.98,124.1,5,1.8,015 km S 62° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 10:23,11.03,124.09,7,1.8,012 km S 81° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 10:20,11.09,124.06,6,2.6,010 km N 58° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 10:20,11.09,124.07,4,2.6,011 km N 65° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 10:19,11.12,123.86,35,1.6,015 km N 59° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 10:19,10.98,123.81,3,1.6,020 km S 67° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:57,11.06,124.12,2,1.5,014 km N 88° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:56,11.06,124.11,33,1.2,014 km N 85° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:46,10.97,123.95,1,2.9,009 km S 21° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:46,10.97,123.98,2,2.9,008 km S 03° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:35,11.1,123.93,8,2.9,008 km N 45° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:35,11.11,123.92,7,2.9,010 km N 44° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:25,11.07,124.12,31,1.5,016 km N 82° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:25,11.08,124.09,33,1.5,013 km N 72° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:19,10.98,123.92,4,2.1,010 km S 41° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:19,11.17,123.99,30,2.1,014 km N 06° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:17,11.01,124.09,31,1.6,013 km S 70° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:17,11.06,124.08,32,1.6,011 km N 82° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:01,11.18,124.06,2,1.7,017 km N 33° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 9:01,11.17,124.08,6,1.7,017 km N 41° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 8:37,11.1,124.05,17,1.5,010 km N 51° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 8:19,11.16,124.19,7,1.3,026 km N 61° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 8:19,11.12,124.13,10,1.3,019 km N 63° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 8:17,11.16,124.19,7,1.9,026 km N 61° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 8:17,10.96,123.98,1,1.9,010 km S 01° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 8:16,11,123.94,32,1.5,006 km S 40° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 8:16,10.96,123.94,27,1.5,011 km S 24° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 7:51,11.06,124,34,1.5,003 km N 43° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 7:37,11.15,123.98,24,2.1,012 km N 03° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 7:12,10.88,123.9,1,2.3,021 km S 25° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 6:59,11.06,124.05,5,4.3,008 km N 78° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 6:55,11.23,124.03,4,1.5,021 km N 15° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 6:47,10.88,123.92,1,3.2,019 km S 19° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 6:34,11.11,124.14,21,2.3,019 km N 68° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 6:21,10.95,123.8,5,3.7,022 km S 61° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 6:10,11.08,124.04,5,1.6,008 km N 65° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 6:01,11.21,124.1,7,1.5,022 km N 36° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 5:50,11.19,123.97,7,1.8,016 km N 05° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 5:43,11.09,124.09,32,1.1,013 km N 66° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 5:40,11.11,124.12,32,1.3,017 km N 66° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 5:39,11.16,123.98,27,1.8,012 km N 02° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 5:25,10.96,123.96,3,1.8,009 km S 10° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 5:06,11.18,124.04,32,1.6,016 km N 22° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 4:52,10.97,124.08,33,1.6,014 km S 51° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 4:34,10.88,123.91,2,2.2,020 km S 22° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 4:18,11.11,124.08,7,2,012 km N 58° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 4:11,11.14,124.05,22,1.5,013 km N 38° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 4:10,11.03,123.84,26,2,016 km S 85° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 4:04,11.14,123.98,8,2.5,011 km N 02° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 3:57,11.03,124.01,16,1.5,004 km S 69° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 3:39,10.99,124.02,3,2,008 km S 34° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 3:32,11.13,123.98,27,1.5,010 km N 02° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 3:21,11.17,124.12,33,1.4,020 km N 49° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 3:18,11.03,124.02,35,1.4,005 km S 71° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 3:15,10.94,123.93,8,2.7,013 km S 26° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 3:02,11.15,123.97,11,1.8,012 km N 03° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 2:57,10.94,123.78,4,2.3,024 km S 62° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 2:50,10.95,123.93,4,2.7,012 km S 28° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 2:45,10.98,124.02,31,1.8,008 km S 29° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 2:41,11.08,123.96,8,1.9,005 km N 34° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 2:33,11.01,123.96,26,1.8,005 km S 32° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 2:28,10.97,123.97,26,2.3,008 km S 06° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 2:14,11.12,123.98,16,1.7,008 km North of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 1:55,10.89,123.87,10,2,021 km S 34° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 1:48,10.9,123.9,2,2,018 km S 27° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 1:42,10.98,123.94,8,3.5,009 km S 33° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 1:41,11.15,124.13,17,2.4,020 km N 54° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 1:12,10.95,124,4,2.3,011 km S 13° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 0:54,10.91,124.02,2,2.3,015 km S 18° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 0:31,11.11,123.98,2,3.3,007 km N 03° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 0:27,11.15,123.97,17,2.7,011 km N 08° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 0:22,10.94,123.87,1,2.8,017 km S 47° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 0:18,11.13,124.06,24,1.1,013 km N 46° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 0:14,11.03,124.02,8,2,005 km S 67° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 0:11,10.99,124.03,8,2.8,008 km S 37° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
06/10/2025 0:01,11.1,124.03,22,1.1,008 km N 40° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 23:59,11.13,123.97,29,2.2,009 km N 09° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 23:48,10.96,124.1,16,1.3,016 km S 52° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 23:46,11.2,124.08,33,1,020 km N 32° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 23:27,11.16,123.98,18,1.8,012 km N 01° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 23:22,11.17,123.98,11,1.9,014 km N 02° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 23:20,11.08,123.96,7,2.4,004 km N 25° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 23:12,11.09,123.95,1,3.2,006 km N 38° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 22:57,11.15,123.93,8,2,012 km N 27° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 22:28,11.16,123.95,5,2.4,012 km N 15° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 22:15,10.91,123.97,25,2.2,015 km S 05° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 22:09,10.96,124,1,2.1,010 km S 12° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 21:59,10.89,123.92,27,2.8,018 km S 20° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 21:27,11.08,124.09,8,2.2,012 km N 71° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 21:15,11.11,124.13,24,2,018 km N 66° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 21:07,11.19,124.01,10,1.7,016 km N 13° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 21:04,10.9,123.95,1,2.2,016 km S 11° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 20:51,11.14,123.93,4,3.6,011 km N 28° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 20:49,11.16,123.97,17,1.4,013 km N 04° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 20:38,11.17,123.97,17,2.3,014 km N 05° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 20:28,11.19,124.06,10,1.2,018 km N 30° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 20:23,11.02,124.08,34,1.7,012 km S 75° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 19:43,11.13,124.08,4,3.5,014 km N 48° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 19:31,10.87,124.09,32,1.3,023 km S 32° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 19:28,10.99,123.93,10,2.2,008 km S 42° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 19:18,11,123.92,1,2,008 km S 52° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 19:11,11.02,124.11,4,1.9,014 km S 79° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 19:06,11.12,123.95,7,3.6,009 km N 19° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 18:59,11.13,124.11,2,2,017 km N 56° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 18:47,11.18,123.94,5,2.2,016 km N 16° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 18:43,11.12,123.97,4,1.5,008 km N 11° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 18:36,11.15,123.97,26,1.7,012 km N 04° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 18:27,10.88,123.94,1,1.9,019 km S 11° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 18:12,10.89,123.76,18,1.7,030 km S 54° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 18:11,11.15,124.15,8,1.5,021 km N 59° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 18:03,11.11,124.02,33,1.4,008 km N 37° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 18:02,11.08,123.98,8,1.8,004 km North of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 17:57,11.2,124.06,30,1.7,019 km N 29° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 17:52,10.92,123.96,6,2.1,014 km S 09° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 17:42,11.15,124.02,27,1.1,012 km N 22° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 17:40,11.16,124.13,34,2.1,021 km N 53° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 16:25,10.96,123.95,11,3.8,010 km S 16° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 16:19,11.11,123.92,9,2.4,009 km N 43° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 15:57,11,124,6,2.2,005 km S 42° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 15:55,11.18,124.18,6,2.3,027 km N 56° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 15:52,10.88,123.88,2,2.4,021 km S 30° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 15:43,10.87,123.9,1,2.3,021 km S 25° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 15:35,11.07,124.06,8,3,009 km N 70° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 15:32,11.17,123.98,27,1.6,013 km N 01° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 15:29,10.94,123.93,8,2.8,013 km S 27° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 15:20,11.09,124.07,16,2.2,011 km N 65° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 15:19,11.12,124.08,5,2.3,013 km N 55° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 15:09,11.18,123.94,12,2.4,015 km N 17° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 15:05,11.18,124.14,11,1.6,023 km N 50° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 14:54,11.04,124.09,6,2.5,012 km S 84° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 14:52,11.18,124.07,8,2.2,018 km N 36° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 14:49,11.04,124.02,30,1.4,005 km S 86° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 14:47,11.07,124.02,27,1.9,005 km N 56° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 14:28,11.09,123.87,3,1.9,012 km N 69° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 14:22,11.08,124.05,25,1.6,009 km N 63° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 14:16,11.1,123.94,8,2.9,007 km N 33° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 14:14,11.15,123.98,34,1.8,011 km N 02° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:58,10.9,123.98,7,3,016 km S 01° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:55,11.16,123.99,10,3.1,012 km N 06° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:54,11.03,124.02,30,1.4,005 km S 67° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:50,11.14,124.04,31,1.7,013 km N 33° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:50,11.01,124.01,33,2.1,005 km S 41° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:47,10.91,123.92,4,2.9,017 km S 24° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:43,11.05,124,29,2,002 km N 70° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:41,10.98,124.01,2,2.1,008 km S 22° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:31,10.99,124,2,2.8,007 km S 23° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:29,10.85,123.89,3,2.2,024 km S 25° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:24,11.01,124,33,1.5,004 km S 26° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:20,11,124.01,15,1.4,006 km S 37° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:11,11.12,124.14,7,2.4,019 km N 67° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 13:03,11.3,124.08,33,2.2,030 km N 21° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 12:52,11.1,124.1,6,2,015 km N 67° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 12:47,11.06,124.07,33,1.6,010 km N 83° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 12:46,11.16,124.09,4,2.9,017 km N 42° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 12:44,11.13,124.11,6,2.8,017 km N 58° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 12:38,11.14,124.07,18,1.9,015 km N 43° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 12:17,11.06,124.08,5,2.3,011 km N 81° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 12:15,11.29,124.14,10,1.6,033 km N 33° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 12:06,10.88,123.73,19,2.4,033 km S 56° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 11:55,11.43,123.86,2,1.8,045 km N 17° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 11:37,11.1,124.18,7,2.1,023 km N 74° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 11:30,11.08,124.01,28,1.4,005 km N 46° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 11:17,11.1,124.03,33,1.7,014 km N 47° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 11:15,10.93,123.89,25,2.2,016 km S 39° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 11:07,11.07,124.02,30,2,005 km N 61° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 11:03,10.98,124.03,1,2.1,009 km S 39° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 11:02,10.95,124,6,2.7,011 km S 11° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 10:51,10.89,124.03,17,1.9,018 km S 18° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 10:49,11.1,124.09,5,4.5,013 km N 62° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 10:47,11.04,123.98,1,2.3,001 km S 06° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 10:31,11.08,124.08,3,2.4,012 km N 70° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 10:27,11.14,124.1,1,2.4,017 km N 52° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 10:26,11.16,123.98,21,1.4,012 km N 02° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 10:25,11.15,124.04,31,1.3,013 km N 28° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 10:24,11.3,124.11,14,1.8,032 km N 27° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 10:22,11.13,124.12,7,1.6,018 km N 59° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 10:21,11.16,123.97,26,1.6,013 km N 06° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 10:17,11.01,123.93,27,2.3,007 km S 52° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 10:07,10.94,123.93,4,2.6,013 km S 23° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 9:57,11.08,124.11,22,1.8,015 km N 77° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 9:25,10.88,123.91,6,2.7,020 km S 23° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 9:12,11.07,124.06,21,1.3,009 km N 71° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 9:06,10.84,123.95,3,2.2,023 km S 08° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 9:02,10.96,123.9,8,2.5,013 km S 36° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 8:58,11.13,123.94,4,4.1,010 km N 27° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 8:58,11.12,123.96,6,1.7,009 km N 16° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 8:56,11.09,124.12,5,2.8,017 km N 72° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 8:53,10.98,124.04,32,1.8,010 km S 39° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 8:47,11.1,124,25,1.4,006 km N 21° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 8:46,11.01,123.99,3,2.3,004 km S 22° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 8:30,10.87,123.92,7,1.9,021 km S 18° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 8:27,10.86,123.94,5,3.1,021 km S 12° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 8:04,10.89,123.9,6,2.2,019 km S 26° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 7:59,11.03,123.93,2,2.4,006 km S 70° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 7:52,10.98,124.15,35,1.3,020 km S 69° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 7:35,11.16,123.93,6,2.8,014 km N 25° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 7:27,11.09,124.08,33,1.8,012 km N 67° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 7:07,11.13,123.95,6,1.9,010 km N 20° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 7:02,11.06,124.07,33,1.5,010 km N 84° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 6:56,11.15,124.13,8,1.9,020 km N 57° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 6:47,11.17,123.97,30,1.4,014 km N 04° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 6:45,11.16,124.19,5,2.6,026 km N 61° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 6:35,10.91,123.9,13,2.8,017 km S 30° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 6:34,10.87,123.93,1,2,021 km S 17° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 6:27,10.9,123.84,8,2.8,022 km S 44° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 6:26,10.89,123.87,5,2,021 km S 35° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 6:23,10.87,123.86,4,2.3,024 km S 33° W of City Of Bogo (Cebu), City Of Bogo ,Cebu
05/10/2025 6:09,11.14,124.16,33,2.2,022 km N 61° E of City Of Bogo (Cebu), City Of Bogo ,Cebu
